,ID,Time Spent,Total Questions,Total Helps,Average Time Spent,Percentile Total Time Rank,Percentile Average Time Rank
102,2333032997,1759.713,20,0,87.98565,0.6469155844155844,0.622564935064935
103,2333033276,1357.983,20,0,67.89915,0.23295454545454544,0.23133116883116883
104,2333033420,1720.346,20,0,86.0173,0.5746753246753247,0.5681818181818182
105,2333033519,1717.466,20,0,85.8733,0.5714285714285714,0.5657467532467533
106,2333033675,1783.537,20,0,89.17685,0.7508116883116883,0.6875
107,2333033861,1799.98,20,0,89.999,0.9991883116883117,0.8303571428571429
108,2333034027,978.456,20,0,48.9228,0.04220779220779221,0.04220779220779221
109,2333034116,868.856,20,0,43.4428,0.021103896103896104,0.021103896103896104
110,2333034361,1760.433,14,0,125.745214,0.6477272727272727,0.9391233766233766
111,2333034523,1780.477,20,0,89.02385,0.7329545454545454,0.676948051948052
112,2333034817,1285.917,16,0,80.369812,0.18344155844155843,0.450487012987013
113,2333034965,1781.78,11,0,161.98,0.739448051948052,0.9853896103896104
114,2333035058,1718.18,20,0,85.909,0.5722402597402597,0.5665584415584416
115,2333035309,1688.12,20,0,84.406,0.5349025974025974,0.5308441558441559
116,2333035635,1781.767,12,0,148.480583,0.7386363636363636,0.9797077922077922
117,2333036071,1676.63,20,1,83.8315,0.5227272727272727,0.5211038961038961
118,2333036224,1374.34,20,0,68.717,0.24756493506493507,0.24594155844155843
119,2333036321,1498.74,20,0,74.937,0.3538961038961039,0.3522727272727273
120,2333036488,1625.383,20,0,81.26915,0.4724025974025974,0.4707792207792208
121,2333037174,1721.32,20,0,86.066,0.577922077922078,0.5714285714285714
122,2333037328,1700.81,20,0,85.0405,0.5511363636363636,0.5462662337662337
123,2333037352,1358.193,20,0,67.90965,0.23376623376623376,0.23214285714285715
124,2333037514,1788.333,14,0,127.738071,0.7832792207792207,0.9464285714285714
125,2333037611,1798.346,18,0,99.908111,0.9172077922077922,0.872564935064935
126,2333037859,1169.057,20,0,58.45285,0.11038961038961038,0.10957792207792208
127,2333037867,1766.074,13,0,135.851846,0.6712662337662337,0.9650974025974026
128,2333038022,1073.477,20,0,53.67385,0.06818181818181818,0.06818181818181818
129,2333038707,1777.184,20,0,88.8592,0.7167207792207793,0.6655844155844156
130,2333039118,1741.16,15,0,116.077333,0.6136363636363636,0.9131493506493507
131,2333039304,1744.697,15,0,116.313133,0.6201298701298701,0.913961038961039
132,2333039398,1502.023,20,0,75.10115,0.35795454545454547,0.3555194805194805
133,2333039967,1315.553,20,0,65.77765,0.20373376623376624,0.2021103896103896
134,2333042283,1793.73,14,0,128.123571,0.8376623376623377,0.9488636363636364
135,2333042542,1523.683,20,0,76.18415,0.3758116883116883,0.37256493506493504
136,2333042631,1394.797,20,0,69.73985,0.2637987012987013,0.2621753246753247
137,2333042704,988.927,20,0,49.44635,0.045454545454545456,0.045454545454545456
138,2333043051,1773.47,20,0,88.6735,0.6996753246753247,0.6558441558441559
139,2333043298,1799.304,18,1,99.961333,0.9553571428571429,0.875
140,2333043441,1436.79,20,0,71.8395,0.288961038961039,0.28733766233766234
141,2333043638,1784.947,14,0,127.496214,0.7581168831168831,0.9439935064935064
142,2333043999,1792.857,15,0,119.5238,0.8238636363636364,0.926948051948052
143,2333044588,1265.284,20,0,63.2642,0.16964285714285715,0.16883116883116883
144,2333044677,1799.97,20,0,89.9985,0.9979707792207793,0.8291396103896104
145,2333045029,1794.767,14,0,128.197643,0.8506493506493507,0.9512987012987013
146,2333045681,1586.137,20,0,79.30685,0.42857142857142855,0.42613636363636365
147,2333045789,1500.45,19,0,78.971053,0.3555194805194805,0.42045454545454547
148,2333045975,1798.283,20,0,89.91415,0.9155844155844156,0.7775974025974026
149,2333046190,1790.747,20,0,89.53735,0.8084415584415584,0.7167207792207793
150,2333046441,1797.917,20,0,89.89585,0.9025974025974026,0.7702922077922078
151,2333046530,937.08,20,0,46.854,0.03165584415584415,0.03165584415584415
152,2333046637,1620.054,20,0,81.0027,0.4650974025974026,0.463474025974026
153,2333047471,1761.594,20,0,88.0797,0.6525974025974026,0.6241883116883117
154,2333047668,1798.547,14,0,128.467643,0.924512987012987,0.9561688311688312
155,2333048079,1260.8,20,0,63.04,0.1663961038961039,0.16558441558441558
156,2333048761,244.18,20,0,12.209,0.002435064935064935,0.002435064935064935
157,2333049172,1799.97,20,0,89.9985,0.9979707792207793,0.8291396103896104
158,2333049211,1717.043,20,0,85.85215,0.5698051948051948,0.5641233766233766
159,2333050308,1236.7,20,0,61.835,0.14935064935064934,0.14853896103896103
160,2333050405,1774.73,20,0,88.7365,0.7053571428571429,0.6590909090909091
161,2333050626,1768.71,12,1,147.3925,0.6801948051948052,0.9788961038961039
162,2333050961,1492.02,20,0,74.601,0.3474025974025974,0.3457792207792208
163,2333051568,1798.966,20,0,89.9483,0.9423701298701299,0.7930194805194806
164,2333052599,1799.463,20,0,89.97315,0.9618506493506493,0.801948051948052
165,2333052670,1587.544,20,0,79.3772,0.4318181818181818,0.42938311688311687
166,2333052751,1797.867,19,0,94.624579,0.900974025974026,0.8530844155844156
167,2333053102,1745.337,15,0,116.3558,0.6217532467532467,0.9155844155844156
168,2333053269,1193.743,20,0,59.68715,0.12581168831168832,0.125
169,2333053617,1795.504,15,0,119.700267,0.8636363636363636,0.9318181818181818
170,2333053790,1376.406,20,0,68.8203,0.25,0.2483766233766234
171,2333054206,1282.467,20,0,64.12335,0.18019480519480519,0.1793831168831169
172,2333054362,1797.13,20,0,89.8565,0.887987012987013,0.7613636363636364
173,2333054494,1639.964,20,0,81.9982,0.48944805194805197,0.4878246753246753
174,2333054559,1571.283,20,0,78.56415,0.4172077922077922,0.413961038961039
175,2333054711,1608.406,20,1,80.4203,0.45292207792207795,0.4512987012987013
176,2333055067,1482.694,20,0,74.1347,0.3409090909090909,0.3392857142857143
177,2333055091,1587.04,20,0,79.352,0.4301948051948052,0.4277597402597403
178,2333055318,1788.58,20,0,89.429,0.7857142857142857,0.7061688311688312
179,2333055393,1761.18,14,0,125.798571,0.650974025974026,0.939935064935065
180,2333055580,757.08,20,0,37.854,0.012987012987012988,0.012987012987012988
181,2333055652,1133.823,20,0,56.69115,0.09902597402597403,0.09821428571428571
182,2333055695,1793.62,20,0,89.681,0.8368506493506493,0.7313311688311688
183,2333055741,1797.184,20,0,89.8592,0.8896103896103896,0.762987012987013
184,2333056683,1770.54,16,0,110.65875,0.6866883116883117,0.8912337662337663
185,2333056845,1186.453,20,0,59.32265,0.1176948051948052,0.11688311688311688
186,2333056853,1555.28,20,0,77.764,0.4034090909090909,0.40016233766233766
187,2333056861,870.047,20,0,43.50235,0.021915584415584416,0.021915584415584416
188,2333056942,1798.276,10,0,179.8276,0.9147727272727273,0.9951298701298701
189,2333056951,1799.563,14,1,128.540214,0.9659090909090909,0.9602272727272727
190,2333057108,1723.177,20,0,86.15885,0.5803571428571429,0.5738636363636364
191,2333057132,1799.003,18,0,99.944611,0.9431818181818182,0.8741883116883117
192,2333057191,1316.237,20,0,65.81185,0.20535714285714285,0.20373376623376624
193,2333057451,1174.446,20,0,58.7223,0.11525974025974026,0.11444805194805195
194,2333057469,1780.087,16,0,111.255438,0.7321428571428571,0.8952922077922078
195,2333057493,1223.76,20,0,61.188,0.14042207792207792,0.1396103896103896
196,2333057701,1430.2,20,0,71.51,0.28165584415584416,0.2800324675324675
197,2333057710,1774.963,20,0,88.74815,0.7077922077922078,0.6599025974025974
198,2333057736,1482.59,20,0,74.1295,0.3400974025974026,0.338474025974026
199,2333058040,1720.604,20,0,86.0302,0.5762987012987013,0.5698051948051948
200,2333058082,1022.214,20,0,51.1107,0.05194805194805195,0.05194805194805195
201,2333058201,1683.696,20,0,84.1848,0.5316558441558441,0.5284090909090909
202,2333058295,1574.36,20,0,78.718,0.42207792207792205,0.41883116883116883
203,2333058392,1663.003,20,0,83.15015,0.5113636363636364,0.5097402597402597
204,2333058554,1793.233,20,0,89.66165,0.8311688311688312,0.7272727272727273
205,2333058562,1600.844,20,0,80.0422,0.44237012987012986,0.43993506493506496
206,2333058589,1794.666,20,0,89.7333,0.8482142857142857,0.7378246753246753
207,2333058821,1669.383,20,0,83.46915,0.5146103896103896,0.512987012987013
208,2333059232,1653.783,20,0,82.68915,0.5,0.49837662337662336
209,2333059321,1798.11,13,0,138.316154,0.9099025974025974,0.974025974025974
210,2333059488,1788.423,11,0,162.583909,0.7840909090909091,0.9862012987012987
211,2333059640,1797.55,14,1,128.396429,0.8952922077922078,0.9537337662337663
212,2333059925,1725.687,20,0,86.28435,0.5852272727272727,0.577922077922078
213,2333060176,1763.594,16,0,110.224625,0.6582792207792207,0.8896103896103896
214,2333060729,1606.996,20,0,80.3498,0.4512987012987013,0.44886363636363635
215,2333061181,1790.404,19,0,94.231789,0.8027597402597403,0.8474025974025974
216,2333061296,1799.89,14,0,128.563571,0.9902597402597403,0.961038961038961
217,2333062829,1727.417,16,0,107.963562,0.588474025974026,0.8871753246753247
218,2333063124,1458.357,20,0,72.91785,0.31412337662337664,0.3116883116883117
219,2333063574,1590.447,20,0,79.52235,0.43587662337662336,0.43344155844155846
220,2333064422,1638.563,20,0,81.92815,0.4878246753246753,0.4862012987012987
221,2333064953,1332.53,20,0,66.6265,0.21428571428571427,0.21266233766233766
222,2333065364,1799.53,20,0,89.9765,0.9642857142857143,0.8035714285714286
223,2333065950,1777.83,15,0,118.522,0.7191558441558441,0.922077922077922
224,2333066999,1633.137,20,0,81.65685,0.4788961038961039,0.4772727272727273
225,2333067073,1562.08,20,0,78.104,0.4107142857142857,0.4074675324675325
226,2333067154,1618.26,20,1,80.913,0.463474025974026,0.46185064935064934
227,2333067502,1799.834,20,0,89.9917,0.987012987012987,0.8214285714285714
228,2333067669,1405.867,20,0,70.29335,0.2694805194805195,0.26785714285714285
229,2333068266,1182.494,20,0,59.1247,0.11688311688311688,0.11607142857142858
230,2333068291,1548.303,20,0,77.41515,0.3969155844155844,0.39366883116883117
231,2333068967,729.02,20,0,36.451,0.00974025974025974,0.00974025974025974
232,2333069467,1793.54,20,0,89.677,0.8344155844155844,0.7297077922077922
233,2333069645,1763.483,20,0,88.17415,0.6574675324675324,0.627435064935065
234,2333069904,1790.59,16,0,111.911875,0.8051948051948052,0.9001623376623377
235,2333069980,1071.39,20,0,53.5695,0.06737012987012987,0.06737012987012987
236,2333070040,1798.47,20,0,89.9235,0.922077922077922,0.7808441558441559
237,2333070091,1554.867,20,0,77.74335,0.4017857142857143,0.398538961038961
238,2333070406,1778.98,20,0,88.949,0.7272727272727273,0.6728896103896104
239,2333070414,1373.026,20,0,68.6513,0.24675324675324675,0.24512987012987014
240,2333070554,1375.16,20,1,68.758,0.2483766233766234,0.24675324675324675
241,2333070694,1683.02,20,0,84.151,0.5300324675324676,0.5267857142857143
242,2333070759,1381.183,20,0,69.05915,0.25405844155844154,0.25243506493506496
243,2333070805,1773.98,20,0,88.699,0.7021103896103896,0.6566558441558441
244,2333070937,1572.59,20,0,78.6295,0.41964285714285715,0.4163961038961039
245,2333071089,1139.7,20,0,56.985,0.10146103896103896,0.10064935064935066
246,2333071151,1606.307,20,0,80.31535,0.450487012987013,0.44805194805194803
247,2333071330,1735.794,11,0,157.799455,0.601461038961039,0.984577922077922
248,2333071496,1645.364,20,0,82.2682,0.4935064935064935,0.49188311688311687
249,2333071682,1371.48,20,0,68.574,0.2435064935064935,0.2418831168831169
250,2333072000,1763.916,20,0,88.1958,0.6599025974025974,0.6290584415584416
251,2333072093,1119.337,20,0,55.96685,0.08847402597402597,0.08766233766233766
252,2333072247,932.06,20,0,46.603,0.030032467532467532,0.030032467532467532
253,2333072271,1771.034,20,0,88.5517,0.6915584415584416,0.650974025974026
254,2333072352,1783.75,20,1,89.1875,0.752435064935065,0.6883116883116883
255,2333072387,1603.853,20,0,80.19265,0.44642857142857145,0.4439935064935065
256,2333072531,1420.104,20,0,71.0052,0.2767857142857143,0.27516233766233766
257,2333072875,1799.3,14,0,128.521429,0.9545454545454546,0.9586038961038961
258,2333073031,1683.647,20,0,84.18235,0.5308441558441559,0.5275974025974026
259,2333073138,1771.78,20,0,88.589,0.6939935064935064,0.6525974025974026
260,2333073294,1796.924,20,0,89.8462,0.8823051948051948,0.7573051948051948
261,2333073472,1734.97,20,0,86.7485,0.6006493506493507,0.5892857142857143
262,2333073570,1207.09,20,0,60.3545,0.13392857142857142,0.1331168831168831
263,2333073880,1793.167,20,0,89.65835,0.8271103896103896,0.7248376623376623
264,2333074045,1799.49,8,0,224.93625,0.963474025974026,0.9983766233766234
265,2333074231,1127.724,20,0,56.3862,0.09253246753246754,0.09172077922077922
266,2333074487,1753.014,20,0,87.6507,0.6339285714285714,0.612012987012987
267,2333074746,1768.467,18,1,98.248167,0.6785714285714286,0.859577922077922
268,2333075076,1361.256,20,0,68.0628,0.23457792207792208,0.23295454545454544
269,2333075688,1779.527,16,0,111.220438,0.7297077922077922,0.8944805194805194
270,2333076111,1234.476,20,0,61.7238,0.14772727272727273,0.14691558441558442
271,2333076625,1762.533,20,0,88.12665,0.6566558441558441,0.6266233766233766
272,2333076714,1531.503,20,0,76.57515,0.37905844155844154,0.3758116883116883
273,2333076871,1796.024,20,0,89.8012,0.872564935064935,0.7516233766233766
274,2333079179,1788.786,19,0,94.146632,0.788961038961039,0.8441558441558441
275,2333079268,1459.826,20,0,72.9913,0.31655844155844154,0.31412337662337664
276,2333079276,1783.347,20,0,89.16735,0.7483766233766234,0.6858766233766234
277,2333079373,1650.396,20,0,82.5198,0.4967532467532468,0.49512987012987014
278,2333079608,1059.266,20,0,52.9633,0.060876623376623376,0.060876623376623376
279,2333080525,1737.87,20,0,86.8935,0.6071428571428571,0.5949675324675324
280,2333080860,1659.187,20,0,82.95935,0.5056818181818182,0.5040584415584416
281,2333081211,1362.254,20,0,68.1127,0.2362012987012987,0.23457792207792208
282,2333081301,1793.223,10,0,179.3223,0.8303571428571429,0.9943181818181818
283,2333081394,1439.38,20,0,71.969,0.2922077922077922,0.2905844155844156
284,2333081742,1798.416,17,0,105.789176,0.9204545454545454,0.8839285714285714
285,2333081998,1624.784,20,0,81.2392,0.4707792207792208,0.46915584415584416
286,2333082498,1799.58,20,0,89.979,0.9683441558441559,0.8068181818181818
287,2333083109,1622.293,20,0,81.11465,0.4675324675324675,0.4659090909090909
288,2333083168,1395.243,20,0,69.76215,0.26461038961038963,0.262987012987013
289,2333083257,1309.467,20,0,65.47335,0.200487012987013,0.19886363636363635
290,2333083788,1626.49,20,0,81.3245,0.474025974025974,0.4724025974025974
291,2333084032,1799.76,20,0,89.988,0.9788961038961039,0.814935064935065
292,2333084199,1777.263,20,0,88.86315,0.7183441558441559,0.6672077922077922
293,2333084440,1052.197,20,0,52.60985,0.056006493506493504,0.056006493506493504
294,2333084806,1427.03,20,0,71.3515,0.2792207792207792,0.2775974025974026
295,2333085047,1249.56,20,0,62.478,0.15746753246753248,0.15665584415584416
296,2333085641,1063.49,20,0,53.1745,0.0625,0.0625
297,2333085730,1797.957,20,0,89.89785,0.9050324675324676,0.7711038961038961
298,2333087082,1763.606,20,0,88.1803,0.6590909090909091,0.6282467532467533
299,2333087198,1797.797,20,0,89.88985,0.898538961038961,0.7686688311688312
300,2333087201,1435.04,20,0,71.752,0.2857142857142857,0.2840909090909091
301,2333087287,1696.44,20,0,84.822,0.5462662337662337,0.5413961038961039
302,2333087881,1732.063,20,0,86.60315,0.5965909090909091,0.5852272727272727
303,2333088143,1464.563,20,0,73.22815,0.3189935064935065,0.31655844155844154
304,2333088275,1799.793,20,0,89.98965,0.9837662337662337,0.8189935064935064
305,2333088399,1771.997,9,0,196.888556,0.6964285714285714,0.9967532467532467
306,2333088445,1565.72,20,0,78.286,0.413961038961039,0.4107142857142857
307,2333088470,1790.487,20,0,89.52435,0.8043831168831169,0.7142857142857143
308,2333088496,1785.76,20,0,89.288,0.7646103896103896,0.6956168831168831
309,2333088534,991.49,20,0,49.5745,0.04626623376623377,0.04626623376623377
310,2333088542,1795.133,20,0,89.75665,0.8571428571428571,0.7418831168831169
311,2333088810,1711.383,20,0,85.56915,0.560064935064935,0.5543831168831169
312,2333088828,1789.63,19,0,94.191053,0.7978896103896104,0.8465909090909091
313,2333089069,1708.897,20,0,85.44485,0.5568181818181818,0.5511363636363636
314,2333089077,1269.12,20,0,63.456,0.17126623376623376,0.17045454545454544
315,2333089484,1680.007,20,0,84.00035,0.5251623376623377,0.523538961038961
316,2333089581,1797.817,20,0,89.89085,0.8993506493506493,0.7694805194805194
317,2333089760,1785.42,20,0,89.271,0.7617694805194806,0.6939935064935064
318,2333090831,1795.77,20,0,89.7885,0.8676948051948052,0.747564935064935
319,2333091365,1583.507,20,0,79.17535,0.4277597402597403,0.4253246753246753
320,2333091616,1559.904,20,0,77.9952,0.4082792207792208,0.4050324675324675
321,2333091951,1273.233,20,0,63.66165,0.174512987012987,0.1737012987012987
322,2333092035,1343.957,20,0,67.19785,0.2224025974025974,0.22077922077922077
323,2333092302,1693.507,20,0,84.67535,0.5413961038961039,0.5373376623376623
324,2333092973,1599.367,20,0,79.96835,0.43993506493506496,0.4375
325,2333093066,1799.687,20,0,89.98435,0.974025974025974,0.8108766233766234
326,2333093724,1797.09,20,0,89.8545,0.8863636363636364,0.760551948051948
327,2333093856,1638.134,20,0,81.9067,0.4862012987012987,0.48457792207792205
328,2333094003,1751.933,20,0,87.59665,0.6314935064935064,0.609577922077922
329,2333094348,1616.743,20,0,80.83715,0.4602272727272727,0.4586038961038961
330,2333094356,1511.217,20,0,75.56085,0.36688311688311687,0.36444805194805197
331,2333094674,1671.626,20,0,83.5813,0.5178571428571429,0.5162337662337663
332,2333095263,1644.57,20,0,82.2285,0.4926948051948052,0.49107142857142855
333,2333095361,1759.29,20,0,87.9645,0.6461038961038961,0.6217532467532467
334,2333095794,1662.11,20,0,83.1055,0.510551948051948,0.5089285714285714
335,2333096201,1675.577,20,0,83.77885,0.5219155844155844,0.5202922077922078
336,2333097096,1792.506,17,0,105.441529,0.8222402597402597,0.8823051948051948
337,2333097657,1623.86,20,0,81.193,0.4699675324675325,0.46834415584415584
338,2333098432,1604.114,20,0,80.2057,0.44805194805194803,0.44561688311688313
339,2333099005,1744.283,20,0,87.21415,0.6193181818181818,0.6038961038961039
340,2333099285,1378.45,20,0,68.9225,0.25162337662337664,0.25
341,2333099358,1759.274,20,0,87.9637,0.6452922077922078,0.6209415584415584
342,2333099374,1255.353,20,0,62.76765,0.16152597402597402,0.16071428571428573
343,2333099447,1798.37,20,0,89.9185,0.9188311688311688,0.7796266233766234
344,2333099625,1098.893,15,0,73.259533,0.07792207792207792,0.3181818181818182
345,2333100038,1705.877,15,0,113.725133,0.5543831168831169,0.9099025974025974
346,2333100135,1789.603,13,0,137.661769,0.797077922077922,0.9699675324675324
347,2333100801,1651.164,20,0,82.5582,0.49837662337662336,0.4967532467532468
348,2333100984,1798.864,20,0,89.9432,0.9383116883116883,0.7913961038961039
349,2333101336,1782.096,20,0,89.1048,0.7402597402597403,0.6818181818181818
350,2333101832,1756.687,20,0,87.83435,0.6436688311688312,0.6201298701298701
351,2333101999,1794.69,15,0,119.646,0.849025974025974,0.9293831168831169
352,2333102090,1796.51,20,0,89.8255,0.8790584415584416,0.7556818181818182
353,2333102171,1785.59,19,0,93.978421,0.762987012987013,0.8409090909090909
354,2333102260,1799.377,13,0,138.413615,0.9594155844155844,0.9756493506493507
355,2333102936,1500.43,20,0,75.0215,0.3547077922077922,0.3530844155844156
356,2333102979,1474.893,20,0,73.74465,0.32792207792207795,0.3262987012987013
357,2333103878,595.236,20,0,29.7618,0.008116883116883116,0.008116883116883116
358,2333104483,1159.003,20,0,57.95015,0.10633116883116883,0.10551948051948051
359,2333104637,1375.2,20,0,68.76,0.24918831168831168,0.24756493506493507
360,2333104726,1186.68,20,1,59.334,0.11931818181818182,0.1185064935064935
